FE_MW,humidity,precipation,max_temp,min_temp,wind_speed
175690.0,33.0,0.0,74.46,48.25,6.93
190106.0,38.0,0.0,71.24,47.79,11.1
185080.0,31.0,0.0,75.79,46.17,10.78
171088.0,28.0,0.0,74.68,50.18,7.38
159553.0,28.0,0.0,76.59,55.35,12.73
186589.0,33.0,0.0,75.99,55.35,8.63
184235.0,41.0,0.46,68.68,58.51,8.43
180364.0,47.0,0.37,69.73,45.91,8.55
179543.0,36.0,0.0,73.8,46.92,8.95
173978.0,35.0,0.0,73.76,46.36,7.49
156297.0,36.0,0.0,76.14,45.14,17.36
146480.0,29.0,0.0,73.31,54.01,13.51
171900.0,41.0,0.0,73.74,52.14,22.12
190743.0,15.0,0.0,70.54,45.46,14.58
193267.0,24.0,0.0,69.93,45.34,14.05
180338.0,28.0,0.0,67.71,44.37,14.2
159251.0,24.0,0.0,66.45,51.1,13.47
148181.0,26.0,0.0,67.84,44.08,9.86
140958.0,23.0,0.0,70.84,50.85,6.35
168944.0,29.0,0.0,75.63,47.12,11.72
172416.0,26.0,0.0,81.68,46.26,18.72
180107.0,11.0,0.0,76.69,58.26,23.33
177778.0,14.0,0.0,64.58,49.8,15.86
175760.0,16.0,0.0,66.9,48.65,9.13
155658.0,21.0,0.0,70.39,49.1,8.88
149119.0,20.0,0.0,75.79,53.26,8.95
177079.0,23.0,0.0,81.36,48.74,10.54
176342.0,23.0,0.0,81.79,58.91,22.97
173936.0,13.0,0.0,75.42,50.76,14.56
174079.0,25.0,0.0,72.9,54.34,7.81
173304.0,25.0,0.0,79.16,56.61,7.65
154865.0,21.0,0.0,83.98,54.09,8.05
146345.0,22.0,0.0,86.11,52.68,7.38
173979.0,24.0,0.0,88.11,55.94,6.58
175033.0,25.0,0.0,88.63,57.0,7.07
175162.0,20.0,0.0,92.48,60.53,11.48
181549.0,16.0,0.0,93.94,63.59,21.77
182440.0,21.0,0.0,80.76,61.14,20.65
153823.0,16.0,0.0,79.02,58.03,8.75
146438.0,21.0,0.0,80.8,57.83,13.85
184479.0,29.0,0.18,73.18,60.39,14.9
201575.0,17.0,0.0,74.32,54.61,11.18
185651.0,20.0,0.0,77.18,52.03,9.1
179113.0,29.0,0.0,81.97,55.51,12.21
172211.0,17.0,0.0,87.4,59.0,12.55
157040.0,20.0,0.0,80.1,60.42,18.75
147114.0,19.0,0.0,83.62,57.16,13.87
172581.0,16.0,0.0,86.86,56.08,12.71
177044.0,23.0,0.0,88.63,60.44,13.78
187528.0,22.0,0.0,87.84,61.11,10.36
181381.0,25.0,0.0,79.88,63.68,24.09
169050.0,23.0,0.0,76.46,51.67,7.61
149057.0,26.0,0.0,78.3,53.19,10.6
145321.0,17.0,0.0,85.15,54.18,12.57
156586.0,13.0,0.0,88.36,57.96,9.37
204028.0,12.0,0.0,89.69,57.36,10.96
202027.0,22.0,0.0,91.94,60.94,7.96
187484.0,21.0,0.0,94.98,64.89,7.76
183140.0,27.0,0.0,96.48,68.65,10.11
167893.0,26.0,0.0,85.35,75.6,15.12
165789.0,25.0,0.0,80.82,63.59,15.95
208467.0,39.0,0.0,85.5,58.84,18.28
215286.0,52.0,0.73,78.51,60.89,15.68
183791.0,52.0,0.27,75.07,61.21,15.97
179730.0,39.0,0.0,79.9,56.84,10.11
179326.0,41.0,0.0,88.97,59.14,16.06
165861.0,38.0,0.0,81.37,67.5,15.57
152859.0,43.0,0.58,84.43,60.82,12.73
180071.0,36.0,0.11,85.64,64.9,12.21
186099.0,30.0,0.28,85.1,63.95,9.01
196258.0,31.0,0.0,86.58,61.18,13.71
199445.0,29.0,0.0,88.25,60.94,9.44
186261.0,31.0,0.0,92.01,63.5,10.04
155666.0,30.0,0.0,98.02,68.95,9.42
156468.0,25.0,0.0,99.52,71.37,16.96
214075.0,31.0,0.0,90.63,76.87,19.82
237388.0,32.0,0.0,92.61,69.4,14.67
233447.0,46.0,0.0,82.27,72.91,20.67
206770.0,50.0,0.0,77.77,67.51,5.12
193482.0,50.0,1.77,82.06,64.9,7.29
172226.0,45.0,0.98,80.85,65.35,11.39
168236.0,57.0,1.68,81.75,65.17,8.14
213531.0,53.0,1.27,84.94,64.9,8.5
220105.0,50.0,1.31,80.02,65.43,7.92
209367.0,53.0,0.31,83.89,62.38,8.5
206676.0,43.0,0.0,91.83,65.01,7.43
211521.0,35.0,0.22,94.41,68.92,9.22
210104.0,36.0,0.0,94.62,67.68,8.01
207880.0,27.0,0.0,97.93,72.41,8.72
236034.0,30.0,0.0,97.23,71.33,13.78
243215.0,29.0,0.0,98.69,71.87,8.97
231196.0,27.0,0.0,96.57,73.31,19.53
189474.0,31.0,0.0,90.32,77.16,19.39
148482.0,31.0,0.0,91.49,66.76,10.42
151960.0,37.0,1.19,88.77,70.77,18.48
158843.0,40.0,0.0,90.09,63.05,10.56
207250.0,41.0,0.7,86.99,69.84,9.75
209444.0,49.0,0.0,86.23,66.7,7.49
200988.0,54.0,0.16,87.44,62.51,8.61
197544.0,38.0,0.0,91.13,63.91,8.88
201386.0,38.0,0.0,93.67,69.22,16.04
196228.0,40.0,0.0,94.93,71.62,13.89
199548.0,37.0,0.0,95.49,75.18,12.95
218435.0,34.0,0.0,97.54,74.07,13.13
200735.0,32.0,0.0,100.62,72.97,10.8
178580.0,38.0,0.47,91.96,76.37,12.01
184972.0,42.0,0.31,82.29,67.23,12.01
184723.0,62.0,0.0,81.72,63.12,6.78
166351.0,48.0,0.0,86.29,62.31,5.17
169579.0,43.0,0.0,89.6,63.7,6.73
213151.0,46.0,0.19,92.79,67.59,10.87
232906.0,40.0,0.0,97.12,67.06,8.25
211096.0,35.0,0.0,101.5,68.61,8.37
187351.0,34.0,0.0,103.86,74.93,15.03
185086.0,28.0,0.0,98.44,75.27,12.15
181232.0,31.0,0.0,98.01,74.84,13.91
185822.0,34.0,0.0,97.86,77.22,11.92
181765.0,35.0,0.0,97.52,75.13,11.95
177352.0,32.0,0.0,99.23,75.83,12.97
180767.0,44.0,0.1,88.79,76.28,12.35
187772.0,65.0,1.34,82.0,68.59,12.95
200393.0,47.0,0.0,86.49,65.01,12.68
172460.0,57.0,1.14,81.21,66.47,12.33
169184.0,40.0,0.0,80.53,62.92,9.01
207032.0,72.0,2.05,73.06,64.26,10.83
204413.0,70.0,0.0,85.46,62.94,9.95
202749.0,49.0,0.0,92.08,64.17,8.39
196885.0,36.0,0.35,94.39,66.63,14.27
194331.0,36.0,0.0,93.38,68.67,13.38
178729.0,59.0,0.65,86.16,68.86,12.97
185991.0,57.0,1.15,87.71,63.43,7.61
202526.0,49.0,1.01,88.84,62.91,7.38
203949.0,37.0,0.0,89.04,62.51,13.11
190398.0,50.0,0.24,90.1,68.52,8.23
180229.0,44.0,0.0,90.64,64.04,11.34
175810.0,42.0,0.0,85.62,66.06,11.63
162658.0,56.0,0.49,76.5,66.22,19.66
171019.0,71.0,5.64,75.47,65.71,13.91
200468.0,50.0,0.0,82.26,61.66,15.55
215876.0,51.0,0.0,83.05,55.4,9.55
219186.0,36.0,0.0,89.17,60.37,5.75
217686.0,35.0,0.0,90.63,61.56,7.74
226042.0,35.0,0.0,95.14,61.99,6.31
204555.0,40.0,0.0,97.86,63.46,7.65
191185.0,38.0,0.0,97.29,64.87,7.56
223871.0,42.0,0.0,96.76,66.69,10.16
233795.0,35.0,0.0,93.92,69.28,13.27
222256.0,35.0,0.0,88.63,71.55,11.99
195182.0,35.0,0.0,90.72,67.23,7.74
188992.0,41.0,0.0,88.68,65.25,6.58
195178.0,51.0,0.28,80.56,68.52,8.32
186048.0,58.0,0.3,82.54,64.36,5.17
192051.0,54.0,0.0,82.67,61.54,6.42
211627.0,51.0,0.0,87.8,60.73,7.87
210042.0,51.0,0.0,85.15,63.46,13.4
223245.0,52.0,0.55,88.39,62.35,12.64
240963.0,40.0,0.0,85.98,63.12,11.34
184283.0,45.0,0.0,84.43,62.51,12.48
158617.0,55.0,0.0,88.2,64.92,15.26
187315.0,42.0,0.11,80.91,63.66,11.61
198090.0,58.0,0.32,81.73,61.93,9.8
202650.0,53.0,0.0,84.31,60.24,7.49
187623.0,48.0,0.0,85.1,62.42,14.5
173186.0,33.0,0.11,80.65,60.31,15.01
155989.0,67.0,4.29,69.8,58.78,15.08
147871.0,56.0,1.16,74.64,52.95,6.78
174433.0,57.0,0.0,79.34,54.5,8.16
175833.0,53.0,0.0,77.41,55.36,10.2
173087.0,54.0,0.0,79.95,56.21,9.08
175843.0,50.0,0.0,85.41,56.1,6.89
173005.0,51.0,0.0,88.25,56.34,7.99
161964.0,26.0,0.0,80.74,62.69,17.43
159696.0,43.0,0.0,69.4,59.47,16.51
172024.0,52.0,0.0,73.27,51.33,5.53
175864.0,50.0,0.0,74.62,52.5,5.5
177938.0,58.0,0.0,75.94,54.16,7.56
179382.0,54.0,0.0,75.52,58.96,7.99
178174.0,51.0,0.0,80.2,56.26,10.54
158824.0,55.0,0.0,81.09,53.69,6.51
152449.0,54.0,0.0,82.4,57.69,7.78
181240.0,50.0,0.0,80.44,60.08,7.0
177900.0,38.0,0.0,79.92,53.51,9.22
175576.0,49.0,0.0,78.04,53.26,12.48
176891.0,45.0,0.0,79.9,55.15,12.57
176977.0,44.0,0.0,80.28,53.73,12.59
155171.0,41.0,0.0,78.85,55.13,9.95
153248.0,44.0,0.0,78.66,55.69,11.25
176040.0,43.0,0.0,78.48,54.14,8.61
177922.0,46.0,0.0,77.85,52.56,8.52
174884.0,52.0,0.0,76.89,57.04,9.17
175883.0,62.0,0.91,72.14,57.07,22.84
175687.0,36.0,0.0,59.02,41.67,13.71
156316.0,68.0,0.0,58.57,40.32,6.06
151022.0,48.0,0.0,62.26,39.27,8.75
174267.0,43.0,0.0,66.51,38.61,8.55
179490.0,55.0,0.0,66.58,39.6,7.29
174194.0,42.0,0.0,68.97,41.79,7.05
174018.0,48.0,0.0,70.02,42.31,5.88
171092.0,46.0,0.0,69.82,44.4,8.55
156786.0,43.0,0.0,70.79,42.58,5.53
151814.0,53.0,0.0,71.08,45.0,6.29
176287.0,46.0,0.0,73.8,49.53,5.79
179973.0,49.0,0.0,73.87,45.86,4.72
180902.0,50.0,0.0,74.7,46.4,4.54
177454.0,55.0,0.0,75.18,45.16,5.57
175485.0,53.0,0.0,70.93,49.86,4.79
155208.0,51.0,0.0,74.01,43.74,10.98
147853.0,49.0,0.0,73.42,45.55,10.02
175886.0,48.0,0.0,70.59,42.85,11.05
173672.0,54.0,0.19,61.41,50.31,15.57
173954.0,62.0,0.0,55.67,42.4,9.01
176583.0,68.0,0.0,53.6,39.54,7.38
177413.0,76.0,1.67,54.46,40.5,6.91
167225.0,79.0,0.0,53.2,35.06,7.2
167213.0,69.0,0.0,54.19,29.26,8.81
179136.0,69.0,0.0,55.65,31.91,6.42
174935.0,65.0,0.0,57.27,34.39,5.14
171923.0,66.0,0.0,59.59,33.12,4.54
176225.0,77.0,0.0,56.14,32.72,4.47
184645.0,78.0,0.0,54.45,34.43,4.99
173660.0,63.0,0.3,52.97,36.59,4.45
162536.0,67.0,3.27,48.58,37.2,8.79
180603.0,99.0,0.12,40.75,31.89,8.99
179014.0,82.0,0.0,43.2,32.11,4.76
189529.0,87.0,0.0,43.11,29.61,7.29
198142.0,83.0,0.0,45.16,30.4,6.76
198668.0,78.0,0.0,49.48,26.56,6.87
180475.0,84.0,0.0,47.95,27.45,5.99
176958.0,79.0,0.0,48.45,26.89,5.75
203975.0,71.0,0.0,48.85,27.09,6.13
222155.0,75.0,0.0,48.45,25.77,6.78
220136.0,77.0,0.0,50.45,25.14,6.76
214471.0,76.0,0.0,49.62,28.36,6.78
211012.0,82.0,0.0,46.78,29.75,3.87
191792.0,82.0,0.0,47.37,29.41,3.96
166357.0,80.0,0.0,46.45,24.49,4.74
183332.0,84.0,0.0,42.6,24.03,6.82
198790.0,78.0,0.0,44.1,26.65,7.11
197492.0,70.0,0.0,44.98,28.4,12.82
168512.0,89.0,0.0,36.48,25.47,6.49
179078.0,82.0,0.0,40.28,25.23,7.38
172907.0,80.0,0.0,37.8,25.81,14.76
159643.0,78.0,0.0,31.57,19.8,8.55
193469.0,68.0,0.0,33.01,18.07,6.26
211076.0,69.0,0.0,36.32,17.33,5.28
204998.0,88.0,0.0,32.45,16.97,6.76
208645.0,67.0,0.0,34.07,14.09,5.86
202450.0,63.0,0.0,36.77,18.91,5.68
185954.0,82.0,0.0,34.05,15.85,6.15
180587.0,71.0,0.0,32.99,15.66,6.44
203643.0,57.0,0.0,34.16,21.97,17.65
201535.0,81.0,0.0,26.31,17.89,9.44
209915.0,91.0,0.0,22.98,10.22,7.63
212233.0,96.0,0.0,19.99,4.84,8.7
208906.0,90.0,0.0,19.6,8.65,8.05
190882.0,92.0,0.0,23.9,2.8,7.4
172125.0,93.0,0.0,25.63,7.79,7.54
190840.0,81.0,0.0,24.08,6.58,6.4
195403.0,76.0,0.0,23.43,1.78,6.02
203493.0,81.0,0.0,23.94,1.69,5.46
212719.0,71.0,0.0,27.97,2.95,5.91
208677.0,68.0,0.0,28.27,7.14,5.57
191444.0,80.0,0.0,31.75,14.74,7.58
186354.0,78.0,0.0,30.33,9.81,5.57
202868.0,71.0,0.0,31.5,11.73,5.06
189724.0,71.0,0.0,30.67,12.45,4.76
159851.0,78.0,0.0,32.36,12.18,4.21
156059.0,69.0,0.0,31.87,11.23,5.44
165082.0,65.0,0.0,32.34,11.79,6.76
163878.0,77.0,0.0,33.57,12.65,6.33
169097.0,70.0,0.0,35.44,5.85,5.97
193746.0,79.0,0.0,35.31,10.85,3.44
201798.0,67.0,0.0,36.39,7.3,5.37
193840.0,67.0,0.0,35.89,12.43,4.41
178913.0,74.0,0.0,35.33,12.06,5.3
183581.0,78.0,0.0,33.73,11.59,6.44
180462.0,66.0,0.0,33.19,12.45,4.12
169349.0,63.0,0.0,32.18,12.43,6.42
219534.0,68.0,0.0,28.92,14.99,5.64
224325.0,64.0,0.0,34.5,10.44,6.35
231479.0,62.0,0.0,38.35,13.23,7.23
240450.0,65.0,0.0,35.6,11.48,5.41
230641.0,75.0,0.0,35.11,6.78,5.66
221375.0,66.0,0.0,38.17,15.87,4.25
197463.0,68.0,0.0,37.17,13.93,6.29
210557.0,67.0,0.0,38.93,15.48,5.7
222394.0,65.0,0.0,35.73,23.02,6.4
230448.0,71.0,0.0,37.92,19.15,4.68
221414.0,64.0,0.0,36.0,18.01,5.77
211233.0,62.0,0.0,38.84,15.31,5.53
192662.0,71.0,0.0,35.94,13.8,5.41
177406.0,79.0,0.0,37.11,12.83,5.5
199111.0,67.0,0.0,37.92,15.3,3.71
206619.0,75.0,0.0,37.26,13.44,4.5
210337.0,71.0,0.0,36.03,17.22,4.85
209905.0,72.0,0.0,32.83,16.34,5.32
207646.0,74.0,0.0,35.8,14.47,4.85
191224.0,71.0,0.0,35.53,12.16,5.41
184435.0,64.0,0.0,37.87,20.61,7.76
215422.0,77.0,0.71,30.54,21.54,7.47
221702.0,86.0,0.0,31.6,19.36,6.02
220043.0,90.0,0.84,29.62,22.82,4.68
212555.0,87.0,0.11,26.94,20.16,5.32
215624.0,88.0,0.0,27.5,14.76,5.66
201411.0,89.0,0.0,26.02,13.98,8.14
185703.0,83.0,0.0,28.22,14.34,6.15
209488.0,76.0,0.0,32.07,15.71,4.9
221391.0,79.0,1.16,28.51,21.02,8.39
210410.0,91.0,1.05,31.46,22.14,5.5
221506.0,87.0,0.0,31.5,16.95,7.87
221272.0,67.0,0.0,32.14,16.63,4.12
186622.0,75.0,0.0,32.63,15.87,6.38
170193.0,77.0,0.0,33.6,17.04,4.94
209778.0,71.0,0.0,36.61,11.34,5.41
215748.0,70.0,0.0,40.37,13.15,5.59
212870.0,58.0,0.0,45.48,20.19,5.61
219898.0,65.0,0.0,44.47,17.92,4.16
226281.0,68.0,0.0,48.58,24.84,4.36
206742.0,48.0,0.0,50.2,24.85,6.13
215776.0,62.0,0.0,48.81,25.84,7.49
237907.0,60.0,0.0,49.69,28.74,5.17
229543.0,59.0,0.0,50.67,31.51,4.7
226220.0,57.0,0.0,51.57,32.72,6.69
237747.0,57.0,0.0,50.52,27.48,7.23
237101.0,60.0,0.0,51.33,28.36,5.53
206338.0,68.0,0.0,51.51,27.64,5.28
192447.0,71.0,0.0,50.14,28.56,5.37
227403.0,62.0,0.0,53.71,27.32,5.41
237327.0,61.0,0.0,54.43,30.11,7.4
219381.0,67.0,0.0,47.86,34.05,10.38
228166.0,57.0,0.0,45.14,31.91,3.91
228166.0,58.0,0.0,47.88,35.13,3.24
209068.0,66.0,0.0,49.03,29.68,6.6
192762.0,60.0,0.0,51.08,29.25,4.63
211204.0,60.0,0.0,51.08,28.17,5.5
216265.0,46.0,0.0,51.03,32.63,4.74
205820.0,48.0,0.0,51.17,33.57,6.85
218132.0,52.0,0.0,53.46,26.56,6.49
219694.0,50.0,0.0,57.06,30.78,5.84
192076.0,46.0,0.0,58.32,32.58,6.62
164485.0,41.0,0.0,55.35,37.8,8.25
188354.0,45.0,0.0,54.97,34.81,7.65
193744.0,51.0,0.0,58.28,32.97,5.88
186828.0,34.0,0.0,58.64,36.61,8.68
190410.0,39.0,0.0,61.99,35.02,15.14
189042.0,30.0,0.0,51.35,32.32,7.38
168144.0,39.0,0.0,53.85,29.17,7.63
165443.0,40.0,0.0,59.04,33.78,7.11
183144.0,38.0,0.0,59.97,37.04,8.01
185709.0,38.0,0.0,61.27,35.53,6.76
192219.0,36.0,0.0,63.72,33.26,6.2
191946.0,29.0,0.0,61.61,37.31,7.72
187488.0,35.0,0.0,63.54,35.98,7.0
168388.0,35.0,0.0,67.32,43.47,8.99
170012.0,33.0,0.0,65.35,40.91,8.5
201164.0,29.0,0.0,68.09,41.47,6.24
197687.0,30.0,0.0,71.38,42.84,8.28
191041.0,29.0,0.0,74.57,50.76,11.9
188461.0,36.0,0.0,73.67,48.45,6.96
197864.0,32.0,0.0,70.27,51.1,8.3
187071.0,34.0,0.0,68.61,44.26,7.11
175594.0,40.0,0.11,67.62,49.82,6.69
184574.0,39.0,0.0,67.06,47.52,13.15
187622.0,37.0,0.0,71.24,50.29,11.16
183187.0,28.0,0.0,62.89,47.5,10.16
177354.0,37.0,0.0,72.52,52.74,13.38
159795.0,52.0,0.0,59.74,43.48,11.18
155733.0,46.0,0.0,60.4,43.18,6.64
144963.0,45.0,0.43,65.05,48.36,6.64
172917.0,40.0,0.0,68.23,45.48,7.85
179795.0,33.0,0.0,72.61,46.33,6.38
179218.0,30.0,0.0,71.49,45.54,8.86
178246.0,42.0,0.0,68.65,52.14,12.19
169985.0,37.0,0.0,74.28,49.8,10.16
154386.0,28.0,0.0,76.84,48.43,6.02
147755.0,26.0,0.0,76.82,51.33,7.99
172653.0,24.0,0.0,79.93,54.7,14.58
173766.0,26.0,0.0,82.24,55.42,7.2
175979.0,26.0,0.0,79.88,60.01,9.19
176158.0,32.0,0.5,80.02,60.53,12.77
170155.0,26.0,0.0,71.38,53.28,8.52
147739.0,51.0,0.0,69.8,50.18,14.65
142953.0,55.0,0.31,65.14,54.3,13.02
168847.0,44.0,0.0,67.33,54.01,10.33
175016.0,40.0,0.0,76.3,49.68,8.68
181172.0,34.0,0.0,79.0,55.92,8.3
187507.0,22.0,0.0,83.39,52.48,6.13
178873.0,22.0,0.0,86.34,53.51,6.64
157235.0,21.0,0.0,86.97,54.0,6.17
150759.0,25.0,0.0,88.92,53.92,8.25
178663.0,21.0,0.0,82.02,63.61,18.43
174874.0,21.0,0.0,77.68,60.51,14.52
171681.0,34.0,0.0,75.78,57.45,7.61
172875.0,32.0,0.0,77.83,59.05,11.34
167728.0,41.0,0.22,74.98,61.0,10.18
147393.0,46.0,0.0,76.28,54.81,6.22
142563.0,44.0,0.0,78.42,57.33,7.4
171932.0,39.0,0.0,80.08,54.79,6.26
173863.0,28.0,0.0,83.84,56.8,8.19
177195.0,24.0,0.0,85.57,61.9,13.42
184575.0,28.0,0.0,86.95,59.9,7.07
193829.0,24.0,0.0,90.88,62.74,5.61
179909.0,27.0,0.0,94.66,62.96,13.27
170993.0,31.0,0.0,81.82,73.15,22.26
202036.0,24.0,0.0,85.37,63.81,10.71
177863.0,26.0,0.0,88.07,61.39,9.1
169027.0,27.0,0.0,84.02,70.5,8.79
173561.0,31.0,0.12,81.99,68.18,11.41
172608.0,37.0,0.0,86.4,60.15,9.35
160439.0,35.0,0.0,92.59,58.95,13.44
164569.0,30.0,0.0,91.98,61.93,19.82
202846.0,48.0,8.11,82.71,62.62,18.05
180620.0,43.0,0.0,82.65,55.67,5.44
171694.0,52.0,0.83,79.97,61.66,11.07
170985.0,39.0,0.0,83.25,60.46,12.06
163066.0,36.0,0.0,85.1,62.53,13.58
143232.0,37.0,0.0,86.13,68.18,14.45
142510.0,31.0,0.0,82.31,67.77,6.87
156602.0,73.0,6.32,75.33,53.89,13.65
200773.0,54.0,0.0,76.26,49.39,8.79
205740.0,46.0,0.71,80.65,54.52,10.02
197794.0,42.0,0.51,78.49,58.82,11.23
202808.0,40.0,0.0,83.12,58.39,7.63
189487.0,40.0,0.0,78.87,60.03,16.62
154368.0,34.0,0.23,83.48,58.98,6.17
165152.0,34.0,0.62,79.88,57.31,9.22
167780.0,38.0,0.0,78.46,59.13,6.8
172274.0,29.0,0.0,84.76,58.17,8.79
183516.0,24.0,0.0,88.41,58.06,13.15
196280.0,20.0,0.31,92.19,63.09,11.05
159944.0,21.0,0.0,92.8,64.2,8.28
160682.0,29.0,0.0,92.26,70.32,11.9
195485.0,27.0,0.0,94.82,65.86,6.51
186069.0,26.0,0.0,94.26,70.21,24.99
201881.0,57.0,2.17,75.07,63.09,23.89
214287.0,49.0,1.14,77.76,63.32,20.85
212213.0,49.0,0.0,84.67,58.12,5.86
181693.0,42.0,0.0,87.44,61.41,9.17
188185.0,39.0,0.0,87.87,61.99,9.55
220126.0,36.0,0.25,82.96,65.8,9.26
214703.0,40.0,1.25,82.38,62.51,8.41
190227.0,34.0,1.62,83.03,58.5,9.35
210313.0,41.0,1.04,86.16,56.98,9.4
192394.0,44.0,0.0,86.07,63.72,11.54
172504.0,36.0,0.13,88.72,68.16,12.39
179071.0,45.0,1.26,83.97,65.93,12.17
219226.0,42.0,0.93,84.43,61.3,7.81
222425.0,44.0,0.0,85.71,61.12,6.76
199051.0,38.0,0.0,86.95,64.58,8.72
185923.0,49.0,0.0,83.34,68.16,13.6
188452.0,66.0,0.76,76.24,64.47,15.68
164352.0,80.0,4.79,75.04,61.93,5.32
148924.0,74.0,3.44,79.21,64.27,5.82
171412.0,59.0,0.0,87.39,63.54,7.7
180160.0,45.0,0.43,88.48,68.85,7.25
181126.0,47.0,0.22,87.37,62.89,7.36
177254.0,47.0,0.35,90.18,63.72,11.45
157322.0,50.0,0.95,91.89,64.4,9.6
150801.0,39.0,0.0,98.13,69.53,8.14
153911.0,34.0,0.22,98.96,73.24,15.48
200880.0,27.0,0.0,94.5,68.43,17.18
211480.0,33.0,0.11,89.29,71.94,14.2
183875.0,36.0,0.0,92.17,68.74,8.05
187100.0,36.0,0.0,94.44,74.82,11.59
186327.0,51.0,0.0,86.65,71.47,7.09
172951.0,30.0,0.0,93.49,65.26,10.29
164238.0,34.0,0.0,92.66,67.59,8.59
201698.0,36.0,0.0,99.27,69.28,8.16
206664.0,34.0,0.0,98.69,74.3,8.14
189092.0,27.0,0.0,98.2,71.42,10.16
185677.0,36.0,0.0,101.3,69.24,6.13
201844.0,35.0,0.0,103.08,72.45,6.35
216696.0,33.0,0.0,102.15,75.78,10.71
213613.0,31.0,0.0,100.8,79.3,14.76
225494.0,30.0,0.0,99.7,77.13,13.4
214845.0,29.0,0.0,102.07,74.59,8.9
196979.0,29.0,0.0,99.79,75.29,10.83
200849.0,27.0,0.0,100.24,78.24,8.81
208251.0,29.0,0.0,102.63,73.69,7.18
202012.0,26.0,0.0,103.53,74.5,10.92
197543.0,32.0,0.0,98.44,79.88,13.94
225789.0,38.0,0.0,91.45,78.15,18.25
235553.0,42.0,0.0,91.33,79.48,12.73
241320.0,47.0,0.0,92.5,76.69,10.92
231281.0,48.0,1.47,90.75,74.68,6.98
217982.0,42.0,0.14,86.07,73.72,19.33
189086.0,60.0,0.0,85.33,73.83,14.7
194091.0,54.0,0.0,92.12,70.84,10.16
214061.0,48.0,0.0,90.97,71.33,10.69
204772.0,51.0,0.0,90.93,70.72,13.06
199150.0,62.0,0.65,87.04,69.49,9.91
188095.0,51.0,0.0,92.16,67.19,5.97
190258.0,44.0,0.3,90.09,68.83,11.88
180025.0,54.0,0.4,90.66,67.98,11.23
184535.0,42.0,0.0,90.54,68.65,9.31
215129.0,51.0,0.14,81.39,70.47,13.67
208607.0,65.0,21.36,82.0,66.79,7.31
194827.0,56.0,0.0,82.33,63.16,4.61
194996.0,59.0,0.0,86.09,62.42,8.28
211219.0,60.0,0.0,89.56,62.87,9.8
199111.0,24.0,0.0,86.95,61.99,8.01
200226.0,33.0,0.0,81.68,61.3,7.7
229004.0,43.0,0.0,88.14,58.69,6.64
226869.0,40.0,0.0,91.31,61.81,6.13
235852.0,41.0,0.0,92.88,63.72,6.91
213492.0,41.0,0.0,93.92,66.09,6.64
189045.0,39.0,0.0,95.45,66.94,8.16
169189.0,35.0,0.0,92.1,64.29,8.59
171678.0,32.0,0.0,91.38,71.13,16.84
192700.0,36.0,0.0,87.48,73.44,16.06
175742.0,42.0,0.0,89.56,70.05,7.54
170405.0,41.0,0.11,91.29,61.99,13.87
177141.0,34.0,0.0,88.61,65.48,6.08
178519.0,44.0,0.0,83.61,68.2,11.99
172185.0,43.0,0.0,81.25,64.78,7.47
185296.0,44.0,0.0,80.26,61.61,5.86
223238.0,65.0,0.0,74.17,60.84,9.37
230415.0,73.0,0.0,77.79,59.09,5.44
234505.0,57.0,0.0,82.18,57.72,8.95
233275.0,65.0,0.0,80.78,62.89,9.64
215426.0,57.0,0.0,86.49,58.41,9.26
196048.0,66.0,1.51,76.53,63.36,10.11
196538.0,71.0,0.0,79.05,55.45,7.23
206301.0,64.0,4.63,71.37,60.82,7.43
235462.0,73.0,2.19,69.21,55.8,7.76
218169.0,76.0,0.2,73.0,51.55,8.46
198347.0,78.0,0.29,68.77,59.79,5.82
