FE_MW,humidity,precipation,max_temp,min_temp,wind_speed
180639.0,63.0,0.0,75.6,55.67,7.56
153584.0,63.0,0.0,81.3,55.72,10.83
143281.0,58.0,0.0,85.66,54.16,10.31
170021.0,47.0,0.0,80.8,61.11,10.38
181621.0,44.0,0.0,77.81,60.71,10.42
192042.0,47.0,0.0,76.53,56.43,8.19
194268.0,50.0,0.0,75.54,54.95,7.14
190399.0,51.0,0.0,81.27,54.91,7.0
169023.0,48.0,0.0,82.31,55.27,5.5
146844.0,45.0,0.73,76.35,61.03,7.31
170866.0,59.0,0.0,74.17,51.48,9.55
178677.0,49.0,0.0,76.57,50.32,6.49
180491.0,50.0,0.0,78.84,54.45,7.85
182106.0,44.0,0.12,75.34,55.54,9.33
176543.0,51.0,0.0,75.99,52.07,7.92
156016.0,41.0,0.0,74.23,54.46,9.66
151781.0,44.0,0.0,73.63,51.82,7.31
186342.0,47.0,0.16,73.29,53.02,7.7
187858.0,36.0,0.0,74.34,52.61,8.14
172798.0,34.0,0.0,62.82,44.76,11.5
166924.0,33.0,0.0,68.49,41.47,10.47
166005.0,33.0,0.0,70.65,44.01,6.49
154836.0,33.0,0.0,73.54,46.99,5.77
144127.0,40.0,0.0,76.19,46.54,5.82
167580.0,43.0,0.0,74.08,49.57,6.55
171515.0,38.0,0.0,77.7,50.04,11.01
171380.0,38.0,0.0,73.83,53.17,14.36
173594.0,33.0,0.0,75.13,47.8,7.72
170716.0,41.0,0.0,78.28,45.95,6.35
147705.0,41.0,0.0,79.36,50.16,5.26
143663.0,44.0,0.0,78.91,48.72,7.38
168715.0,40.0,0.0,74.48,48.09,7.18
171298.0,42.0,0.0,76.08,47.44,6.82
171857.0,45.0,0.0,75.65,47.62,7.05
172971.0,46.0,0.0,74.17,47.7,8.41
169235.0,37.0,0.0,70.79,54.39,14.76
157756.0,49.0,0.0,71.1,49.95,8.05
155583.0,46.0,0.0,72.48,45.7,5.21
176965.0,54.0,0.0,66.24,47.03,8.77
173052.0,64.0,0.26,62.1,51.19,12.53
172268.0,63.0,0.0,63.66,41.85,6.85
169476.0,61.0,0.0,65.12,42.82,4.29
168404.0,66.0,0.15,64.0,40.69,4.61
153401.0,66.0,0.48,56.93,46.35,9.93
144515.0,63.0,0.0,57.16,40.08,5.37
170894.0,60.0,0.0,56.93,35.85,9.93
175478.0,56.0,0.0,61.66,36.16,8.43
175346.0,63.0,0.0,60.67,36.79,5.41
173800.0,55.0,0.0,60.04,39.87,7.2
173202.0,51.0,0.0,59.4,38.61,8.23
156857.0,56.0,0.0,59.76,34.47,5.17
152695.0,55.0,0.0,59.0,35.67,4.21
168966.0,44.0,0.0,63.32,35.92,4.21
169307.0,45.0,0.0,57.25,42.37,13.87
169282.0,67.0,0.0,48.11,41.05,7.76
171341.0,69.0,0.0,48.27,39.25,6.26
167095.0,72.0,0.0,52.97,34.74,5.93
150911.0,69.0,0.0,53.1,34.18,6.69
150681.0,74.0,0.0,53.65,33.13,6.87
177891.0,67.0,0.0,56.52,33.87,5.97
178316.0,75.0,0.0,54.99,31.84,5.86
174931.0,71.0,0.0,55.09,32.13,5.17
178114.0,64.0,0.0,55.09,32.05,6.6
179647.0,55.0,0.14,57.92,38.62,7.52
163861.0,61.0,0.0,57.56,40.5,6.38
152968.0,72.0,0.0,50.92,33.13,6.51
172795.0,61.0,0.0,55.98,32.2,7.27
176547.0,75.0,0.0,49.91,32.5,7.05
174360.0,81.0,0.0,47.23,29.19,5.32
172721.0,79.0,0.0,49.28,30.49,4.99
179324.0,78.0,0.0,50.83,31.17,2.86
167738.0,84.0,0.0,51.37,31.35,5.97
168982.0,80.0,0.0,49.53,33.91,5.75
193431.0,80.0,0.0,50.43,32.99,3.56
185540.0,81.0,0.0,48.0,27.03,5.7
178840.0,84.0,0.0,44.83,28.08,4.38
143404.0,72.0,0.0,45.84,27.32,5.75
144737.0,76.0,0.0,46.62,26.13,4.21
154217.0,78.0,0.0,48.07,24.69,4.99
159167.0,76.0,0.0,49.44,25.81,4.85
184464.0,67.0,0.0,52.25,28.26,2.57
183433.0,61.0,0.0,49.6,26.58,6.38
185323.0,73.0,0.0,47.46,26.94,5.23
192822.0,77.0,0.0,48.0,26.46,3.04
191028.0,79.0,0.0,46.36,27.25,3.49
177144.0,79.0,0.0,45.81,24.4,3.67
170168.0,76.0,0.0,46.38,26.04,4.45
189177.0,77.0,0.0,47.23,27.9,8.21
192049.0,84.0,0.0,43.56,25.72,4.0
188265.0,81.0,0.0,40.59,26.28,2.82
184425.0,76.0,0.0,40.98,22.87,5.19
177148.0,90.0,7.66,37.18,30.85,7.29
159667.0,92.0,1.84,31.32,23.67,4.27
152451.0,78.0,0.0,32.61,24.71,5.57
175476.0,76.0,0.0,33.31,15.46,5.91
185426.0,76.0,0.0,31.26,18.5,5.08
182284.0,81.0,0.0,25.52,13.91,5.79
184318.0,86.0,0.0,24.1,11.97,7.81
193310.0,84.0,0.0,23.47,14.0,5.41
183398.0,74.0,0.0,21.79,14.38,5.39
178276.0,72.0,0.0,24.75,14.45,8.61
188533.0,72.0,0.0,28.36,11.57,5.21
177213.0,75.0,0.0,27.03,13.15,4.65
174669.0,71.0,0.0,29.59,12.63,4.7
148130.0,79.0,0.0,31.32,12.69,4.88
142943.0,83.0,0.0,27.75,11.3,5.68
151080.0,78.0,0.0,32.45,11.01,5.01
153931.0,72.0,0.0,35.17,17.51,7.16
184839.0,78.0,0.0,33.89,15.08,5.53
178182.0,76.0,0.0,32.94,12.27,4.36
178210.0,65.0,0.0,34.2,12.78,4.41
173563.0,70.0,0.0,33.17,13.5,3.76
166675.0,77.0,0.0,32.05,17.2,4.81
171810.0,71.0,0.0,37.13,14.52,3.06
173321.0,72.0,0.0,36.12,12.88,4.45
201781.0,75.0,0.0,37.08,17.08,4.03
210510.0,70.0,0.0,37.69,19.94,5.75
204249.0,76.0,0.0,33.42,17.46,5.79
197080.0,72.0,0.0,36.77,13.73,5.23
195291.0,75.0,0.0,33.87,17.11,4.92
165423.0,79.0,0.0,36.45,20.32,4.45
171504.0,86.0,0.0,35.17,12.69,4.61
213899.0,87.0,0.0,33.12,15.58,4.36
216226.0,84.0,0.0,31.26,13.75,4.12
224510.0,81.0,0.0,30.96,13.78,4.16
204628.0,80.0,0.0,30.72,15.93,6.02
189297.0,78.0,0.0,33.96,17.37,7.7
179144.0,76.0,0.0,38.25,13.69,7.07
184072.0,83.0,0.0,33.66,17.55,5.28
224214.0,77.0,0.14,34.14,21.07,4.14
225701.0,75.0,0.0,35.56,17.01,4.81
222779.0,82.0,0.0,31.8,16.63,8.84
215828.0,74.0,0.0,30.58,13.86,6.85
211444.0,83.0,0.0,29.12,11.89,6.11
194790.0,77.0,0.0,26.44,7.5,5.26
187222.0,75.0,0.0,26.71,5.63,4.7
199803.0,64.0,0.0,25.02,6.78,4.52
197889.0,74.0,0.0,26.8,6.22,5.1
202848.0,76.0,0.0,27.9,6.8,5.97
200275.0,69.0,0.0,32.74,12.97,4.47
200135.0,71.0,0.0,30.09,20.73,4.88
177957.0,80.0,0.27,31.39,20.32,9.28
159931.0,85.0,0.0,31.33,17.56,3.69
182372.0,83.0,0.0,29.61,21.52,5.68
193306.0,81.0,0.0,32.11,16.65,8.93
181509.0,70.0,0.0,34.34,15.15,4.81
194877.0,72.0,0.0,33.12,14.07,4.54
193686.0,70.0,0.0,36.55,22.57,5.48
171999.0,66.0,0.0,38.34,17.91,5.93
165225.0,74.0,0.0,39.65,18.82,6.42
187851.0,76.0,0.0,41.25,12.15,4.25
200804.0,66.0,0.0,42.66,16.25,4.83
210083.0,64.0,0.0,44.53,19.47,7.07
217030.0,47.0,0.0,38.17,26.82,10.76
216760.0,61.0,0.95,32.13,22.44,8.61
207544.0,59.0,0.0,31.96,15.31,7.45
198478.0,53.0,0.0,34.27,12.61,5.48
209048.0,52.0,0.0,35.17,18.21,6.11
201891.0,57.0,0.0,36.25,15.03,7.83
199395.0,64.0,0.0,39.22,21.42,6.11
202549.0,57.0,0.0,41.22,20.17,6.2
190723.0,64.0,0.0,41.04,18.55,5.5
158948.0,56.0,0.0,44.22,24.55,9.93
159221.0,48.0,0.0,48.7,21.22,5.1
187548.0,57.0,0.0,49.6,22.12,4.79
190710.0,53.0,0.0,52.48,25.05,5.21
193580.0,55.0,0.0,53.1,23.31,4.45
199009.0,52.0,0.0,54.46,24.33,5.44
199834.0,50.0,0.0,56.84,26.46,10.67
175113.0,42.0,0.0,61.16,30.78,7.11
158644.0,48.0,0.0,61.32,25.63,4.99
180987.0,47.0,0.0,62.13,31.06,3.69
188935.0,51.0,0.0,63.61,31.75,8.81
202258.0,43.0,0.0,61.16,33.22,6.49
201819.0,28.0,0.0,73.63,34.45,7.81
195623.0,30.0,0.0,52.59,37.62,12.77
179004.0,37.0,0.0,50.76,27.34,5.59
170803.0,39.0,0.0,55.0,26.94,4.68
181200.0,43.0,0.0,57.87,28.35,5.53
173973.0,43.0,0.0,60.22,30.38,4.94
170045.0,40.0,0.0,49.91,35.4,13.4
173232.0,35.0,0.0,51.87,29.95,7.09
176817.0,38.0,0.0,55.94,30.07,6.02
161397.0,39.0,0.0,53.6,34.21,6.11
147440.0,51.0,0.0,54.41,39.81,6.82
173699.0,55.0,0.0,52.66,36.72,6.35
172181.0,42.0,0.0,62.96,35.78,12.1
172920.0,59.0,0.0,60.82,35.04,7.85
172574.0,50.0,0.0,62.37,37.31,8.19
173740.0,51.0,0.11,59.4,39.78,6.22
166555.0,47.0,0.0,60.82,43.84,6.93
164117.0,56.0,0.0,64.31,38.14,7.96
186535.0,37.0,0.0,66.22,39.74,7.38
181111.0,22.0,0.0,68.92,37.96,8.43
170826.0,26.0,0.0,70.74,38.14,6.26
169046.0,32.0,0.0,72.84,42.33,9.1
162368.0,38.0,0.0,72.19,43.74,8.79
155147.0,40.0,0.0,71.44,47.43,6.55
141717.0,34.0,0.0,71.47,53.17,8.88
170027.0,43.0,0.0,74.05,44.46,6.67
177139.0,43.0,0.0,75.13,48.96,6.93
175866.0,36.0,0.0,79.74,48.31,8.3
172077.0,37.0,0.0,79.7,50.85,7.31
166477.0,31.0,0.0,75.74,55.63,17.65
161944.0,41.0,0.0,72.68,57.6,10.89
164585.0,48.0,0.0,70.41,57.0,6.46
184204.0,47.0,0.11,72.79,54.86,8.14
189749.0,52.0,0.0,72.79,50.67,7.83
184540.0,38.0,0.27,75.13,49.51,16.91
180320.0,49.0,0.0,70.45,55.51,10.94
184336.0,47.0,0.0,74.03,49.1,8.81
173694.0,46.0,0.0,73.71,46.71,8.1
173329.0,40.0,0.0,78.3,53.69,7.45
181673.0,33.0,0.0,75.51,52.41,14.5
181436.0,45.0,0.22,71.64,56.12,11.72
181880.0,53.0,1.8,63.91,51.39,11.77
175648.0,54.0,0.0,73.35,41.13,10.85
168619.0,34.0,0.0,77.05,47.41,5.48
146848.0,39.0,0.0,72.41,51.35,14.74
142797.0,30.0,0.0,78.51,46.92,10.54
168061.0,29.0,0.0,82.51,51.94,6.33
167494.0,23.0,0.0,77.07,57.74,19.71
167468.0,27.0,0.0,77.86,50.61,7.4
170156.0,35.0,0.0,78.35,56.71,6.53
166469.0,30.0,0.0,77.29,53.62,10.09
149140.0,27.0,0.0,78.24,56.17,9.75
144175.0,23.0,0.11,80.94,54.16,8.3
169341.0,21.0,0.0,80.38,55.18,13.04
167708.0,24.0,0.0,78.98,55.09,9.15
168010.0,27.0,0.0,80.37,55.33,14.72
170897.0,26.0,0.0,82.76,58.55,10.11
169620.0,30.0,0.0,85.14,52.88,8.55
151262.0,32.0,0.0,85.8,57.81,13.91
143577.0,36.0,0.0,77.63,62.53,15.79
167241.0,34.0,0.0,79.25,55.18,8.03
168456.0,34.0,0.0,79.72,59.4,6.35
167527.0,35.0,0.0,82.09,65.95,11.72
166692.0,44.0,1.25,80.76,65.52,10.8
163524.0,48.0,0.0,82.09,58.37,11.79
145059.0,37.0,0.0,87.22,57.65,9.51
137928.0,37.0,0.0,82.99,60.69,11.74
164211.0,27.0,0.0,88.57,60.26,8.39
168758.0,32.0,0.12,93.09,62.53,13.18
166567.0,23.0,0.14,82.76,65.98,14.27
173561.0,39.0,0.12,69.1,58.39,16.13
165906.0,28.0,0.0,74.1,56.84,10.94
148063.0,31.0,0.0,80.01,57.43,10.54
147504.0,40.0,0.0,81.25,59.11,14.0
168885.0,40.0,0.0,87.48,56.32,13.91
168049.0,35.0,0.0,85.41,63.95,11.61
166646.0,32.0,0.0,87.33,62.35,15.01
166754.0,32.0,0.36,75.85,61.39,14.34
165007.0,69.0,7.44,66.52,54.73,10.78
147404.0,56.0,0.0,73.13,49.39,8.5
140410.0,42.0,0.0,73.83,56.64,11.1
168813.0,40.0,0.0,81.9,52.23,6.38
177844.0,67.0,2.26,71.31,62.49,17.47
186370.0,36.0,0.0,77.45,56.34,7.02
201418.0,40.0,0.0,82.09,53.8,13.0
207783.0,42.0,0.3,85.69,57.49,8.77
190650.0,33.0,0.13,85.98,60.35,11.61
172858.0,29.0,0.26,85.62,63.32,8.55
171371.0,35.0,0.58,81.63,62.42,10.58
196745.0,53.0,0.0,79.92,54.63,5.55
202005.0,40.0,0.0,87.33,55.45,8.75
211466.0,39.0,0.0,89.44,62.89,7.74
203029.0,33.0,0.0,91.74,63.32,13.15
167681.0,30.0,0.0,94.73,68.47,9.66
162900.0,29.0,0.0,91.53,70.16,14.99
187840.0,26.0,0.0,92.66,67.84,12.44
175756.0,28.0,0.0,94.91,69.4,7.07
168429.0,34.0,0.68,95.7,69.39,9.95
170009.0,30.0,0.0,95.81,66.99,5.68
186258.0,29.0,0.0,96.19,71.69,7.11
207763.0,27.0,0.0,98.85,69.87,13.18
171083.0,27.0,0.0,97.75,77.97,17.56
176025.0,29.0,0.0,95.99,77.77,14.74
183234.0,31.0,0.0,97.48,78.03,15.28
204324.0,31.0,0.0,95.79,71.51,13.73
206630.0,31.0,0.0,93.33,72.93,11.74
200606.0,31.0,0.2,95.99,70.14,14.09
183350.0,25.0,0.0,93.36,70.25,12.39
187545.0,34.0,0.0,89.69,65.48,8.39
227548.0,33.0,0.0,91.54,66.43,10.11
219106.0,38.0,0.0,87.69,71.44,9.13
199172.0,44.0,0.11,85.23,64.35,12.64
196044.0,63.0,4.79,77.86,61.52,15.93
194822.0,63.0,0.95,81.12,62.37,12.3
187555.0,42.0,0.0,85.71,57.81,6.78
203798.0,35.0,0.0,89.56,61.97,8.86
238106.0,43.0,0.0,90.72,65.03,6.44
202984.0,36.0,0.0,92.08,67.42,8.84
182700.0,33.0,0.0,96.21,66.81,7.81
188218.0,31.0,0.0,99.27,68.34,7.02
181849.0,34.0,0.0,95.43,75.04,12.08
151160.0,35.0,0.0,94.51,68.32,6.04
145521.0,37.0,0.0,91.35,75.07,10.58
151289.0,35.0,0.29,92.55,68.43,10.13
202994.0,52.0,0.3,78.76,69.21,17.05
219378.0,67.0,0.46,77.83,67.64,14.0
229911.0,52.0,0.15,85.96,61.61,7.23
232403.0,57.0,0.34,84.13,65.46,12.95
193190.0,51.0,0.0,83.52,61.68,6.06
182727.0,48.0,1.2,88.07,64.85,10.98
219576.0,49.0,0.0,89.71,65.03,7.27
242988.0,40.0,0.0,94.24,66.16,6.11
251766.0,39.0,0.0,97.48,67.51,9.13
230275.0,43.0,0.13,94.24,70.41,11.14
225182.0,47.0,0.0,87.66,74.95,19.71
182686.0,51.0,0.37,92.34,62.13,7.36
185002.0,41.0,0.0,94.71,66.49,8.28
231141.0,42.0,0.34,86.59,71.33,15.79
223504.0,51.0,0.0,87.17,64.13,6.58
215293.0,38.0,0.0,87.91,68.86,14.85
230731.0,39.0,0.0,89.37,64.33,7.09
244593.0,38.0,0.22,85.55,67.41,11.63
237766.0,49.0,1.3,82.78,64.63,13.62
207606.0,48.0,0.0,89.65,60.75,6.29
245471.0,43.0,0.0,93.47,63.7,8.05
233229.0,40.0,0.0,98.08,67.3,6.55
231797.0,38.0,0.0,99.7,69.85,6.33
226472.0,40.0,0.0,93.18,71.46,13.6
222028.0,38.0,0.0,91.83,74.7,14.72
195567.0,43.0,0.0,87.57,71.17,14.7
194164.0,40.0,2.24,82.36,67.41,22.06
228261.0,74.0,0.63,83.84,64.26,8.99
232595.0,53.0,0.0,88.12,62.26,5.68
234774.0,30.0,0.0,89.29,64.69,5.97
241070.0,41.0,0.0,92.53,66.96,6.42
245414.0,44.0,0.0,89.35,70.95,11.54
211256.0,45.0,0.0,91.02,67.91,14.88
188257.0,51.0,0.93,83.95,71.73,9.64
218509.0,66.0,0.52,86.0,65.08,7.11
234369.0,53.0,0.0,88.68,66.29,6.24
244371.0,53.0,0.0,84.22,68.43,7.36
248054.0,44.0,0.11,89.38,65.84,5.39
251666.0,43.0,0.0,89.71,69.01,7.27
225542.0,48.0,0.37,88.83,67.33,7.25
194837.0,45.0,0.0,88.52,67.41,5.93
215420.0,45.0,0.84,82.53,69.49,11.88
226749.0,70.0,2.46,78.91,63.88,7.74
222365.0,69.0,2.89,80.04,62.62,7.47
225149.0,76.0,4.9,73.11,64.13,8.84
227188.0,73.0,0.0,75.79,59.97,5.37
213573.0,65.0,0.68,78.24,61.68,4.56
188203.0,71.0,1.95,84.61,63.48,6.2
196042.0,57.0,0.47,85.8,64.31,8.88
200129.0,59.0,0.65,83.61,63.03,8.25
213673.0,70.0,0.0,78.94,60.75,6.85
244827.0,66.0,1.26,76.24,62.04,5.53
234152.0,66.0,1.45,73.24,65.95,6.02
211614.0,76.0,1.31,72.72,63.43,7.9
214128.0,78.0,0.0,82.83,61.9,7.56
231761.0,67.0,0.56,82.0,61.54,6.58
220356.0,52.0,0.87,77.59,62.94,10.89
217967.0,48.0,0.24,80.37,61.52,5.23
193127.0,49.0,0.0,83.89,60.91,4.79
180299.0,49.0,0.0,80.33,64.04,10.02
157373.0,83.0,6.1,71.64,63.25,8.84
155458.0,73.0,0.11,79.0,59.72,7.92
173454.0,62.0,0.0,79.54,60.8,7.7
227497.0,54.0,1.29,82.65,58.37,8.08
249863.0,47.0,0.38,81.77,60.91,6.73
244790.0,57.0,0.0,84.69,58.73,12.64
228855.0,54.0,0.0,86.88,59.79,9.57
209955.0,60.0,0.0,84.79,64.67,8.9
163938.0,54.0,0.0,84.22,63.03,6.78
185241.0,59.0,0.0,81.05,64.04,8.86
193457.0,61.0,0.0,78.33,64.17,8.19
188259.0,71.0,0.0,79.16,61.25,8.32
182734.0,55.0,0.0,83.59,58.8,12.21
188596.0,51.0,0.0,83.5,59.54,10.38
181867.0,47.0,0.0,84.85,59.4,5.88
176748.0,38.0,0.0,86.13,58.12,9.26
204871.0,50.0,0.0,87.87,57.22,10.96
206841.0,46.0,0.0,88.34,59.72,8.61
206683.0,45.0,0.0,89.89,57.38,8.57
211711.0,45.0,0.0,87.82,60.98,6.29
212814.0,44.0,0.0,88.88,57.94,10.94
168947.0,40.0,0.0,82.53,57.76,9.91
150749.0,39.0,0.0,81.36,60.58,9.55
173916.0,47.0,0.0,77.76,55.63,5.91
171328.0,54.0,0.0,78.26,57.63,7.58
171969.0,55.0,0.0,77.14,55.87,6.22
172671.0,68.0,0.0,76.42,56.8,5.14
170062.0,61.0,0.0,81.3,52.75,8.55
150926.0,54.0,0.0,82.67,56.07,4.92
144214.0,48.0,0.2,77.25,57.0,11.52
168039.0,26.0,0.66,71.94,52.47,14.99
174603.0,52.0,0.0,69.19,45.59,8.3
176985.0,57.0,0.0,70.14,44.55,5.44
183636.0,49.0,0.0,69.12,48.04,11.81
179807.0,58.0,0.0,64.63,46.17,6.78
151776.0,59.0,0.0,71.31,42.57,5.82
142340.0,53.0,0.0,73.15,45.43,5.75
165263.0,47.0,0.0,72.91,44.24,7.31
170314.0,40.0,0.0,74.1,48.7,10.02
172682.0,41.0,0.0,73.89,43.14,7.18
170094.0,49.0,0.0,75.56,42.49,5.37
168240.0,47.0,0.0,72.54,42.55,8.88
151223.0,32.0,0.0,72.23,44.47,5.86
147903.0,40.0,0.0,71.62,40.78,7.31
182444.0,54.0,0.0,72.84,41.38,7.34
188302.0,45.0,0.0,72.59,43.05,9.93
181537.0,46.0,0.0,70.81,47.95,8.61
174751.0,41.0,0.0,63.73,45.01,14.83
171443.0,57.0,0.19,57.74,43.84,10.92
156035.0,57.0,0.24,58.84,42.98,9.57
147046.0,65.0,0.0,61.93,38.77,6.85
168913.0,61.0,0.11,61.61,41.49,7.58
175515.0,59.0,0.0,57.24,42.26,9.1
178427.0,66.0,0.0,53.78,42.37,11.23
179108.0,69.0,0.26,49.75,37.6,8.57
171846.0,72.0,0.0,52.0,35.35,8.3
152443.0,68.0,0.0,53.28,30.88,4.38
146333.0,61.0,0.0,56.82,33.08,7.99
170319.0,67.0,0.0,57.94,31.82,4.52
175233.0,62.0,0.0,60.21,32.16,4.74
174850.0,60.0,0.0,61.38,30.99,4.47
173544.0,63.0,0.0,62.56,33.15,4.79
169359.0,62.0,0.12,55.83,34.32,3.49
156048.0,47.0,0.0,58.3,37.9,10.11
153721.0,49.0,0.0,51.64,29.71,6.38
168879.0,68.0,0.0,52.57,25.68,7.92
169937.0,57.0,0.0,52.39,31.93,3.18
171202.0,55.0,0.0,55.49,25.79,3.98
172686.0,44.0,0.0,53.85,26.46,3.51
169991.0,57.0,0.0,57.42,29.07,3.94
160248.0,48.0,0.0,58.77,34.18,4.03
155983.0,46.0,0.0,61.59,35.4,4.76
178399.0,48.0,0.0,55.94,35.85,6.46
177843.0,49.0,0.0,54.68,26.89,4.79
178034.0,56.0,0.0,52.95,32.05,5.73
177709.0,56.0,0.0,49.35,28.98,5.48
171836.0,54.0,0.0,54.91,33.19,7.9
163652.0,55.0,0.0,45.86,29.48,8.95
174276.0,65.0,0.0,38.05,25.47,10.04
196079.0,68.0,0.0,39.94,29.82,10.2
196423.0,89.0,1.8,35.11,31.41,5.84
188932.0,82.0,0.0,34.38,28.76,6.73
151873.0,69.0,0.0,35.82,27.37,6.93
155055.0,74.0,0.0,39.09,26.08,5.08
158077.0,80.0,0.12,36.59,26.19,5.3
156377.0,73.0,0.0,39.06,24.12,4.5
183756.0,78.0,0.0,39.92,23.34,3.89
178178.0,79.0,0.0,38.75,21.52,4.79
176298.0,78.0,0.0,39.29,23.29,5.39
188397.0,88.0,0.0,39.11,17.38,4.47
189423.0,82.0,0.0,41.22,19.78,4.99
175387.0,69.0,0.0,42.87,23.27,5.86
168379.0,69.0,0.0,40.96,23.99,6.4
193626.0,77.0,0.0,44.38,23.67,5.79
201645.0,79.0,0.0,44.62,23.65,3.33
197805.0,74.0,0.0,42.78,24.64,5.99
210756.0,74.0,0.0,42.03,21.85,4.97
211606.0,76.0,0.0,45.36,26.04,7.81
193228.0,80.0,0.0,42.44,26.28,4.45
186705.0,72.0,0.0,40.39,28.24,4.92
203833.0,82.0,0.0,40.06,23.63,5.53
212117.0,84.0,0.0,41.67,24.8,3.94
216877.0,87.0,0.0,39.29,19.85,3.69
229580.0,96.0,0.0,36.63,18.43,5.68
228467.0,90.0,0.0,41.49,19.72,4.43
195485.0,85.0,0.0,38.5,16.59,5.01
190287.0,74.0,0.0,39.31,20.53,4.29
219951.0,80.0,0.0,35.56,23.67,5.1
216170.0,82.0,0.0,39.4,21.6,5.39
209549.0,88.0,0.0,35.19,17.78,4.97
199435.0,80.0,0.0,35.19,20.66,6.22
186338.0,75.0,0.0,35.65,22.46,3.96
163877.0,62.0,0.0,40.69,22.44,10.8
158876.0,80.0,0.0,35.62,17.91,4.81
157894.0,85.0,0.0,31.8,14.58,4.74
179125.0,93.0,0.0,28.38,15.71,6.73
184423.0,89.0,0.0,32.74,18.16,4.12
185791.0,84.0,0.0,30.11,20.08,8.66
186930.0,84.0,0.0,35.73,16.2,4.72
173117.0,80.0,0.0,36.27,19.35,6.31
160680.0,82.0,0.0,34.48,16.97,5.19
169000.0,85.0,0.0,35.49,14.47,3.8
185898.0,88.0,0.0,29.48,15.03,4.45
204789.0,78.0,0.0,31.91,20.12,4.05
218261.0,88.0,0.49,30.49,23.32,4.54
221755.0,81.0,0.0,35.24,18.61,4.63
210393.0,83.0,0.0,30.52,22.08,5.68
203661.0,90.0,0.0,28.38,21.27,4.52
219316.0,90.0,0.0,29.77,16.14,8.05
209260.0,84.0,0.0,30.47,12.78,5.14
192847.0,92.0,0.0,28.6,10.38,6.64
190643.0,87.0,0.0,25.88,12.34,5.91
201751.0,75.0,0.0,26.56,11.88,6.06
185615.0,80.0,0.0,26.76,12.34,5.03
177387.0,76.0,0.0,28.29,9.37,5.44
197917.0,77.0,0.0,29.28,8.71,6.29
189800.0,71.0,0.0,30.09,6.53,5.99
194048.0,74.0,0.0,30.6,9.28,4.0
192644.0,70.0,0.0,32.16,8.46,5.99
188506.0,79.0,0.0,31.01,8.8,5.3
161923.0,71.0,0.0,34.0,8.53,5.08
152744.0,66.0,0.0,34.12,14.25,5.86
182837.0,72.0,0.0,37.29,10.58,4.59
193374.0,58.0,0.0,35.78,18.16,6.51
190564.0,59.0,0.0,39.33,26.24,7.9
195651.0,65.0,0.0,34.63,23.63,7.43
198244.0,70.0,0.0,36.41,18.05,5.48
188323.0,80.0,0.11,37.89,14.36,6.58
177600.0,78.0,0.0,37.54,20.21,5.35
202545.0,81.0,0.0,38.75,17.71,4.36
205136.0,86.0,0.0,37.09,17.22,5.06
195042.0,86.0,0.0,37.74,22.41,5.41
203854.0,80.0,0.0,40.19,23.45,5.21
211004.0,75.0,0.0,41.22,24.78,4.59
190536.0,68.0,0.0,42.26,26.01,5.12
172668.0,71.0,0.32,40.08,26.83,8.79
188442.0,81.0,0.0,42.69,23.95,5.66
184836.0,77.0,0.0,39.52,23.23,4.38
191312.0,78.0,0.0,39.49,19.71,7.54
207697.0,81.0,0.0,39.9,21.07,7.29
209289.0,76.0,0.0,41.7,24.82,5.66
173413.0,72.0,0.0,42.76,27.93,7.4
164724.0,72.0,0.0,45.81,26.19,5.44
192319.0,72.0,0.0,45.54,26.01,3.44
191363.0,72.0,0.0,49.73,24.03,6.91
198410.0,78.0,0.0,44.58,27.64,6.4
203478.0,64.0,0.0,52.03,32.02,8.93
190023.0,65.0,0.0,51.84,28.83,6.89
158837.0,63.0,0.0,53.46,30.51,8.5
148195.0,66.0,0.89,51.48,29.26,13.06
174149.0,90.0,6.55,42.48,31.98,10.16
