FE_MW,humidity,precipation,max_temp,min_temp,wind_speed
178256.0,86.0,0.58,39.24,28.44,7.36
174244.0,82.0,0.0,39.7,24.22,8.5
171635.0,76.0,0.0,42.21,25.57,9.31
169041.0,72.0,0.0,47.07,25.74,6.87
162379.0,68.0,0.0,47.39,24.06,6.85
165667.0,74.0,0.0,47.91,28.2,9.98
184256.0,72.0,0.0,46.94,29.1,12.03
181932.0,60.0,0.0,50.05,25.74,5.32
177654.0,57.0,0.0,51.66,27.3,6.91
193882.0,64.0,0.0,53.55,29.08,4.94
199531.0,64.0,0.0,51.08,30.92,8.28
180228.0,56.0,0.0,53.11,32.77,11.27
171749.0,56.0,0.0,52.25,34.25,8.28
181537.0,58.0,0.0,52.92,28.29,6.96
180705.0,55.0,0.0,54.27,31.48,5.66
179373.0,54.0,0.0,55.0,34.16,7.49
179653.0,52.0,0.0,52.75,33.44,8.95
191739.0,37.0,0.0,52.56,28.0,10.51
186452.0,72.0,1.35,49.33,37.24,11.86
171503.0,63.0,0.0,50.4,35.01,8.23
204415.0,61.0,0.0,52.05,32.38,7.63
212022.0,57.0,0.0,52.99,35.28,7.02
212350.0,58.0,0.0,55.26,29.07,7.11
201984.0,51.0,0.0,54.88,33.04,7.67
198637.0,45.0,0.0,58.32,31.51,5.35
177589.0,48.0,0.0,59.11,36.01,7.43
169667.0,53.0,0.0,55.81,36.64,8.59
187230.0,52.0,0.0,62.87,34.38,5.08
180466.0,43.0,0.0,61.36,38.01,7.92
193348.0,40.0,0.0,66.45,40.69,12.06
194263.0,28.0,0.0,60.1,42.37,9.64
175806.0,34.0,0.0,63.37,36.79,6.8
151944.0,35.0,0.0,65.26,39.52,5.91
149474.0,44.0,0.0,69.98,37.26,8.23
169792.0,49.0,0.0,70.86,41.72,7.14
175838.0,50.0,0.11,71.8,50.85,9.62
176150.0,43.0,0.0,71.02,46.67,7.25
179249.0,37.0,0.0,73.2,49.86,8.99
176099.0,38.0,0.0,71.92,50.81,6.85
164075.0,56.0,0.0,72.5,56.19,10.89
153869.0,52.0,0.0,71.42,47.8,9.44
170798.0,45.0,0.0,73.6,50.27,10.49
171778.0,40.0,0.0,75.76,57.87,14.47
171094.0,63.0,0.8,63.16,49.35,15.73
179503.0,67.0,1.1,59.2,46.08,4.63
187076.0,84.0,3.06,54.39,45.61,9.8
161406.0,58.0,0.0,62.38,42.96,7.05
148222.0,69.0,0.0,61.21,43.32,6.8
167785.0,65.0,0.0,66.4,44.15,7.9
167369.0,50.0,0.0,72.16,42.96,5.97
166983.0,41.0,0.0,73.33,47.77,9.53
169622.0,38.0,0.0,72.19,52.43,9.89
153794.0,52.0,5.57,68.77,48.67,14.47
142985.0,39.0,0.0,72.54,44.8,6.96
136447.0,39.0,0.0,75.7,45.57,5.5
158368.0,40.0,0.0,81.75,45.86,9.46
167850.0,37.0,0.13,81.14,59.36,16.71
173130.0,58.0,0.4,63.75,56.93,12.64
173643.0,61.0,0.0,70.54,49.71,4.79
164482.0,47.0,0.0,75.52,51.19,5.73
150524.0,50.0,1.79,79.29,54.97,9.91
145409.0,64.0,0.96,69.44,59.13,10.51
165137.0,43.0,0.0,74.98,49.87,6.44
165052.0,29.0,0.16,79.5,52.77,7.49
172056.0,32.0,0.0,85.77,58.84,13.02
172904.0,32.0,0.0,82.81,55.87,12.3
163555.0,34.0,0.0,82.22,59.49,16.22
149503.0,46.0,0.0,68.14,60.06,25.55
148735.0,58.0,0.0,63.45,55.13,18.32
171011.0,29.0,0.0,68.31,49.53,8.84
168872.0,36.0,0.0,72.3,42.39,11.54
170330.0,26.0,0.0,72.0,47.77,10.47
172790.0,28.0,0.0,77.67,49.26,6.67
172024.0,32.0,0.0,77.88,53.96,10.74
157466.0,36.0,0.0,81.5,49.51,8.93
146036.0,34.0,0.0,86.54,53.76,9.89
168551.0,26.0,0.0,87.04,58.15,15.55
170965.0,30.0,0.0,85.12,65.71,13.18
166583.0,32.0,0.0,84.9,61.68,7.94
166827.0,39.0,0.7,87.69,60.21,13.0
163898.0,22.0,0.0,90.39,59.72,6.2
146925.0,24.0,0.0,91.09,58.21,11.1
139802.0,23.0,0.0,93.06,59.88,11.61
166172.0,20.0,0.0,90.97,60.84,7.56
178809.0,23.0,0.0,91.08,59.0,7.76
196914.0,23.0,0.0,92.5,60.22,10.04
207840.0,26.0,0.0,95.25,64.09,7.72
176429.0,21.0,0.47,88.63,71.29,9.98
150519.0,23.0,0.0,84.74,59.74,9.26
150275.0,39.0,0.0,82.42,59.22,13.91
169190.0,31.0,0.0,90.57,58.46,10.8
173070.0,30.0,0.0,90.18,61.74,15.14
170349.0,27.0,0.0,89.08,66.07,10.27
169398.0,27.0,0.0,91.94,61.32,7.96
163324.0,30.0,0.0,94.08,63.97,13.73
145211.0,22.0,0.0,91.8,70.56,12.86
145238.0,23.0,0.0,92.05,62.89,13.06
148386.0,28.0,0.0,91.26,67.28,11.86
173285.0,27.0,0.0,92.35,63.52,17.02
174241.0,30.0,0.0,82.44,70.11,23.2
173110.0,49.0,3.43,73.85,61.02,17.83
172398.0,69.0,0.12,75.36,56.14,4.68
159348.0,53.0,0.0,85.87,57.49,8.72
161103.0,34.0,0.0,87.17,63.09,10.6
179361.0,53.0,0.54,79.3,67.26,9.62
164942.0,56.0,0.11,84.69,58.64,8.9
165455.0,62.0,1.91,82.02,63.16,13.53
169002.0,38.0,0.0,84.6,55.0,11.03
171003.0,32.0,0.0,88.41,58.24,7.34
175537.0,30.0,0.0,88.77,64.96,14.63
187059.0,30.0,0.0,91.24,62.71,12.53
229334.0,25.0,0.0,94.21,64.9,10.74
239732.0,26.0,0.0,94.53,67.91,13.13
226039.0,25.0,0.0,93.09,64.96,10.87
222184.0,26.0,0.0,94.33,68.47,7.43
229190.0,30.0,0.0,98.02,67.96,11.1
216074.0,25.0,0.62,96.24,66.97,12.84
202777.0,25.0,0.0,95.31,69.3,7.11
200426.0,23.0,0.0,96.15,69.39,9.35
188037.0,32.0,0.0,92.73,70.99,11.59
190819.0,37.0,0.0,91.69,72.97,18.84
209163.0,35.0,0.14,91.62,74.39,10.47
203896.0,46.0,0.31,90.05,69.96,9.15
175132.0,55.0,0.0,91.18,65.64,10.98
155635.0,66.0,0.12,78.48,68.88,15.48
172966.0,53.0,1.37,87.48,65.35,5.64
170667.0,46.0,1.02,91.2,66.11,12.3
178101.0,51.0,2.17,77.67,62.98,9.46
205665.0,72.0,0.73,77.86,61.77,4.94
211633.0,70.0,0.0,84.99,60.19,7.63
185167.0,47.0,1.21,92.41,64.58,13.58
181764.0,39.0,0.18,92.73,66.99,8.12
192388.0,67.0,1.2,76.21,68.52,17.69
175172.0,48.0,0.0,87.39,63.28,12.26
199599.0,35.0,0.0,92.5,67.37,10.11
208029.0,40.0,0.0,93.49,71.55,10.76
201665.0,36.0,0.0,97.59,68.14,10.29
178784.0,35.0,0.0,101.52,69.87,11.3
165786.0,29.0,0.0,104.31,72.3,9.17
185036.0,35.0,0.0,104.23,73.92,9.69
212291.0,30.0,0.0,97.54,79.29,12.53
222583.0,40.0,0.32,93.36,70.38,8.21
221976.0,40.0,0.0,89.37,70.52,8.03
225225.0,50.0,0.0,93.0,68.97,8.41
184803.0,52.0,0.31,87.85,70.7,9.04
183303.0,84.0,7.19,80.4,66.49,7.83
209571.0,75.0,0.43,82.76,66.11,8.55
216715.0,66.0,1.32,84.7,66.22,8.12
238280.0,53.0,4.18,87.93,66.04,8.46
241247.0,54.0,1.4,85.59,65.8,8.25
241734.0,58.0,1.84,84.58,61.97,6.24
205482.0,53.0,0.39,87.46,64.85,9.64
199979.0,47.0,0.86,88.34,67.15,9.82
196605.0,51.0,0.52,83.32,69.15,7.05
187866.0,59.0,0.0,84.47,67.05,6.55
196733.0,60.0,0.48,87.48,67.62,7.85
214793.0,50.0,0.0,93.11,67.12,9.08
202783.0,44.0,0.0,97.18,69.6,9.31
167763.0,41.0,0.66,95.81,73.4,9.26
176992.0,50.0,3.19,86.32,70.47,8.05
211445.0,53.0,0.0,88.23,62.47,9.69
218914.0,49.0,1.12,89.19,65.46,8.23
221084.0,51.0,0.0,90.86,66.45,7.25
219334.0,57.0,0.55,82.47,67.5,6.58
198938.0,62.0,0.0,79.0,66.0,10.45
160832.0,73.0,0.0,87.48,62.55,6.08
156418.0,47.0,0.17,92.17,65.16,7.61
187477.0,38.0,0.0,94.41,66.2,7.16
192117.0,40.0,0.0,95.22,68.9,7.09
195305.0,43.0,0.0,87.98,70.14,13.49
198000.0,41.0,0.0,91.56,62.33,4.85
196719.0,42.0,0.0,87.33,68.23,9.89
174445.0,48.0,0.0,86.61,64.67,8.7
167230.0,42.0,0.0,84.76,61.81,11.36
200234.0,85.0,5.69,74.16,61.0,11.34
216457.0,74.0,0.0,83.59,58.8,10.02
217507.0,59.0,0.0,83.21,62.74,8.68
220941.0,75.0,3.77,73.02,62.65,7.47
222576.0,62.0,0.0,82.71,60.75,6.04
186468.0,48.0,0.0,84.31,59.83,7.99
184085.0,61.0,2.44,76.77,63.77,9.24
230474.0,72.0,2.93,75.78,58.51,6.42
223567.0,76.0,0.81,74.26,57.24,7.74
194760.0,72.0,0.62,69.94,60.53,9.42
179381.0,86.0,2.76,71.19,58.46,6.24
171890.0,72.0,0.0,75.24,58.87,9.62
154081.0,69.0,0.0,81.0,56.3,10.31
153978.0,61.0,0.0,82.42,58.3,8.1
182887.0,57.0,0.0,86.09,59.36,6.96
183752.0,58.0,0.0,88.03,60.85,8.75
188312.0,56.0,0.0,83.95,66.65,6.55
179291.0,58.0,0.4,87.49,61.47,5.99
163452.0,54.0,1.01,82.85,63.27,8.66
142713.0,58.0,1.87,80.91,63.39,9.17
139833.0,57.0,0.0,84.07,58.82,5.12
155649.0,43.0,0.0,85.35,56.07,5.55
179032.0,48.0,0.16,83.37,56.86,8.79
170816.0,53.0,0.0,85.86,59.68,5.64
168665.0,51.0,0.13,87.93,57.22,11.7
166879.0,36.0,0.0,86.02,62.44,7.63
148785.0,44.0,0.0,85.82,57.13,8.68
142479.0,50.0,0.0,84.99,58.48,6.8
166601.0,50.0,0.0,86.07,62.26,6.29
170518.0,46.0,0.0,85.14,57.9,11.99
180967.0,37.0,0.0,85.69,58.24,9.42
178652.0,38.0,0.0,84.42,58.84,12.8
179841.0,52.0,0.12,73.36,63.48,8.72
167204.0,51.0,0.0,80.58,56.73,6.93
168122.0,52.0,0.0,82.94,54.84,6.2
195708.0,41.0,0.0,85.01,56.32,7.83
195238.0,41.0,0.0,80.69,59.34,9.93
204050.0,44.0,0.0,84.18,56.91,5.53
215968.0,30.0,0.0,82.56,55.51,7.56
213508.0,52.0,0.32,76.75,61.03,10.71
190987.0,61.0,0.0,80.22,54.3,5.86
192149.0,45.0,0.0,82.44,55.65,6.55
222468.0,36.0,0.0,76.5,52.12,12.06
225075.0,45.0,0.0,73.53,52.65,11.03
215320.0,45.0,0.11,73.38,49.8,10.07
176275.0,44.0,0.0,78.76,47.39,5.59
166162.0,51.0,0.0,79.12,49.82,8.93
146807.0,46.0,0.0,76.69,58.3,12.06
143396.0,32.0,0.0,69.19,53.89,8.37
169248.0,43.0,0.0,67.66,48.15,6.6
175997.0,51.0,0.0,71.69,47.84,5.21
184819.0,46.0,0.0,72.73,49.35,5.57
179423.0,51.0,0.0,78.87,52.41,9.98
176219.0,42.0,0.0,73.26,56.98,13.87
167713.0,44.0,0.0,67.59,55.29,11.03
156367.0,74.0,5.55,58.87,45.63,12.8
181148.0,77.0,0.0,52.7,43.9,5.01
181647.0,72.0,0.0,57.83,44.37,4.47
173639.0,79.0,0.0,63.19,41.92,4.43
171426.0,80.0,0.0,66.4,43.88,5.82
172230.0,75.0,0.0,69.06,45.95,4.94
156436.0,68.0,0.31,69.73,44.91,6.04
153060.0,69.0,0.0,69.19,45.97,5.35
162823.0,70.0,0.0,69.66,43.65,5.77
168838.0,66.0,0.0,70.61,44.31,5.48
169021.0,62.0,0.0,71.13,41.32,5.01
169891.0,63.0,0.0,70.03,42.69,5.86
166613.0,43.0,0.0,70.39,44.73,9.08
150544.0,41.0,0.0,68.97,39.52,8.86
146025.0,48.0,0.0,69.98,41.11,5.93
169378.0,59.0,0.0,69.1,38.75,5.99
168394.0,54.0,0.0,67.15,39.18,5.28
172249.0,52.0,0.0,69.55,42.04,6.76
174342.0,43.0,0.0,67.8,40.77,4.63
170889.0,45.0,0.0,68.04,39.88,10.56
158610.0,44.0,0.0,57.78,41.5,10.89
156658.0,46.0,0.0,61.3,32.76,5.23
180648.0,54.0,0.0,61.86,35.06,6.53
182692.0,59.0,0.0,63.57,36.23,5.26
183885.0,53.0,0.0,66.92,38.7,5.19
174937.0,55.0,0.0,67.75,39.16,6.51
168538.0,51.0,0.0,67.69,35.92,3.87
157750.0,57.0,0.0,64.69,39.07,4.63
155250.0,47.0,0.0,67.05,40.5,7.38
166838.0,60.0,0.0,63.0,39.31,5.48
174308.0,60.0,0.0,60.31,36.43,5.64
175410.0,57.0,0.0,62.29,37.51,6.35
178334.0,57.0,0.0,58.06,35.13,7.43
188506.0,63.0,0.0,56.64,34.12,4.65
179996.0,65.0,0.0,58.41,31.66,3.98
168900.0,59.0,0.0,57.25,31.14,5.28
187226.0,64.0,0.0,54.32,27.27,5.73
185910.0,65.0,0.0,53.91,28.33,4.76
190475.0,65.0,0.0,52.25,29.53,2.8
187205.0,60.0,0.0,53.76,32.45,7.63
184342.0,68.0,0.0,51.42,29.03,7.09
170128.0,64.0,0.0,48.16,25.3,6.06
171538.0,69.0,0.0,46.33,27.57,3.56
190090.0,67.0,0.0,48.63,24.49,4.14
185368.0,63.0,0.0,46.76,20.86,4.47
183336.0,64.0,0.0,46.38,21.7,5.1
159508.0,65.0,0.0,43.95,19.38,4.74
156626.0,61.0,0.0,44.46,22.33,5.17
151442.0,66.0,0.0,41.56,22.28,5.82
157754.0,68.0,0.0,44.91,22.68,4.52
179810.0,57.0,0.0,46.33,27.18,4.54
178820.0,62.0,0.0,45.0,24.91,4.92
176894.0,77.0,0.0,43.5,20.34,6.31
186154.0,73.0,0.0,41.27,22.35,3.85
183369.0,68.0,0.0,41.59,23.29,3.85
173345.0,67.0,0.0,37.8,24.4,4.34
165179.0,69.0,0.0,38.53,25.86,9.42
185005.0,71.0,0.0,43.86,24.8,9.98
184008.0,62.0,0.0,40.12,20.25,6.87
197733.0,62.0,0.0,37.99,17.83,4.97
201734.0,60.0,0.0,38.62,20.32,5.64
203061.0,70.0,0.0,35.22,14.52,6.24
188629.0,68.0,0.0,36.25,18.97,3.09
183053.0,54.0,0.0,38.5,22.06,5.7
200673.0,71.0,0.0,37.33,17.78,5.3
209120.0,67.0,0.0,35.69,21.49,4.43
216821.0,70.0,0.0,38.23,22.98,4.65
212082.0,69.0,0.0,37.02,20.79,5.75
214440.0,71.0,0.0,32.72,20.61,8.84
186940.0,84.0,0.0,30.31,22.91,5.46
179012.0,86.0,0.0,31.95,23.45,7.9
192682.0,83.0,0.0,31.08,22.57,6.73
186561.0,84.0,0.0,30.61,18.73,4.54
193340.0,84.0,0.0,30.85,18.45,5.91
196877.0,89.0,0.0,30.69,16.39,3.98
185170.0,88.0,0.0,33.3,15.76,4.92
171246.0,90.0,0.0,32.76,14.86,3.62
166712.0,80.0,0.0,34.5,15.8,4.63
173340.0,81.0,0.0,32.43,15.62,4.94
197588.0,78.0,0.0,34.56,18.28,5.08
214057.0,70.0,0.11,40.28,21.7,22.39
215388.0,36.0,0.0,42.22,24.76,20.04
206563.0,54.0,0.0,39.34,19.89,5.39
196761.0,80.0,0.0,34.56,14.34,5.99
195619.0,73.0,0.0,35.22,11.28,3.06
201751.0,76.0,0.0,33.33,13.3,4.92
224173.0,69.0,0.0,29.19,12.45,7.38
228987.0,76.0,0.0,26.11,8.02,5.77
227890.0,79.0,0.0,25.0,8.29,3.6
236266.0,68.0,0.0,24.53,8.67,5.68
223158.0,77.0,0.0,23.38,4.46,3.65
213885.0,81.0,0.0,23.27,4.06,4.34
207707.0,62.0,0.0,25.39,4.55,5.73
203332.0,69.0,0.0,27.32,7.66,5.64
200262.0,70.0,0.0,28.63,8.13,5.23
183166.0,73.0,0.0,30.22,6.08,6.67
190766.0,69.0,0.0,30.09,7.57,7.16
202228.0,71.0,0.0,30.4,10.04,4.81
200257.0,60.0,0.0,30.58,15.53,5.48
218263.0,69.0,0.0,32.58,12.33,6.44
220890.0,65.0,0.0,32.2,13.93,9.55
228919.0,63.0,0.0,30.34,19.67,8.52
222855.0,59.0,0.0,34.3,16.9,4.92
207823.0,71.0,0.0,33.21,11.66,5.93
179997.0,65.0,0.0,39.29,16.09,4.21
168959.0,69.0,0.0,41.14,13.37,4.5
181544.0,72.0,0.0,39.76,11.28,3.85
189292.0,68.0,0.0,38.14,12.92,3.71
204510.0,67.0,0.0,37.17,16.32,6.33
203974.0,76.0,0.0,33.48,17.29,5.55
191428.0,73.0,0.0,32.83,13.19,9.06
171861.0,77.0,0.0,25.21,18.55,10.38
165518.0,82.0,2.11,21.47,16.99,9.15
196200.0,83.0,0.0,22.03,12.43,3.04
213280.0,69.0,0.0,21.51,4.26,9.01
206284.0,83.0,0.0,23.56,4.17,5.79
196702.0,79.0,0.41,24.33,15.1,4.52
216854.0,84.0,0.0,26.11,9.03,4.5
197224.0,81.0,0.0,24.08,11.34,4.76
181937.0,77.0,0.0,30.42,11.89,5.44
211686.0,78.0,0.0,30.13,9.43,5.59
209885.0,72.0,0.0,30.2,13.6,5.91
209319.0,60.0,0.0,33.89,14.76,6.67
213404.0,71.0,0.0,38.43,20.73,7.18
207993.0,60.0,0.0,40.84,21.67,7.38
184895.0,76.0,0.0,38.14,12.06,6.58
179319.0,61.0,0.0,39.63,17.71,4.61
200253.0,59.0,0.0,38.57,15.6,6.55
203476.0,55.0,0.0,40.14,19.71,4.76
190433.0,58.0,0.0,42.71,15.96,6.64
179920.0,56.0,0.0,40.42,23.02,6.67
189378.0,55.0,0.0,50.41,24.1,10.25
182891.0,52.0,0.0,47.88,22.69,5.53
170896.0,69.0,0.0,43.38,24.21,6.76
186575.0,69.0,0.0,42.35,24.84,6.6
175038.0,67.0,0.0,39.15,21.96,6.38
178239.0,64.0,0.0,39.36,21.52,6.33
191647.0,61.0,0.0,46.09,23.02,5.21
184063.0,61.0,0.0,50.67,21.9,4.05
167870.0,59.0,0.0,50.31,23.88,7.63
158913.0,56.0,0.0,52.07,29.3,5.99
181485.0,50.0,0.0,56.75,23.7,5.75
181981.0,58.0,0.0,56.77,28.98,6.71
181179.0,52.0,0.0,60.49,30.49,6.11
186460.0,52.0,0.0,60.73,31.1,5.19
190806.0,55.0,0.0,58.62,31.78,6.96
175536.0,54.0,0.0,61.11,36.21,10.78
170387.0,66.0,0.0,52.25,35.65,8.19
191150.0,63.0,0.0,55.22,32.41,4.21
189467.0,60.0,0.0,58.93,29.7,6.73
192778.0,54.0,0.0,58.37,37.38,6.78
199932.0,53.0,0.0,61.0,34.21,5.17
197756.0,56.0,0.0,61.84,35.62,7.18
177786.0,55.0,0.0,63.45,37.47,6.08
163687.0,49.0,0.0,67.24,34.79,5.57
193202.0,45.0,0.0,65.91,38.5,5.17
197141.0,44.0,0.0,67.03,44.2,7.11
199852.0,50.0,0.0,63.45,43.02,9.01
194687.0,53.0,0.0,65.23,43.03,6.29
196077.0,63.0,0.0,64.9,41.49,6.2
177634.0,55.0,0.0,63.82,42.55,7.34
164425.0,35.0,0.0,66.25,34.61,8.34
183298.0,41.0,0.0,66.11,34.66,8.63
193263.0,35.0,0.0,69.53,40.6,7.16
194765.0,40.0,0.0,68.94,38.44,7.43
189534.0,37.0,0.0,72.18,40.1,11.25
188300.0,38.0,0.0,73.81,41.94,7.25
173908.0,41.0,0.0,73.83,45.79,9.08
169430.0,28.0,0.0,74.61,46.96,10.04
183141.0,37.0,0.0,76.44,39.94,6.6
182889.0,35.0,0.0,75.87,49.96,7.14
177045.0,41.0,0.0,71.24,55.56,7.74
177289.0,52.0,0.0,68.27,48.11,6.33
169997.0,30.0,0.0,71.38,46.24,11.07
159958.0,32.0,0.0,77.25,41.95,10.96
148765.0,28.0,0.0,84.13,46.53,10.29
176503.0,35.0,0.0,74.84,56.71,20.89
183066.0,40.0,0.0,64.76,56.64,10.8
185446.0,39.0,0.0,72.91,47.71,7.92
188830.0,29.0,0.0,68.5,48.92,16.69
183248.0,18.0,0.0,64.87,47.57,9.44
171696.0,25.0,0.0,69.57,39.7,11.18
165300.0,30.0,0.0,72.45,45.12,7.36
187660.0,29.0,0.0,70.74,51.78,11.34
188827.0,31.0,0.0,68.18,52.65,10.87
181641.0,29.0,0.0,71.47,53.62,16.64
171371.0,24.0,0.0,64.74,43.43,10.42
163896.0,32.0,0.0,65.93,41.85,7.74
153892.0,25.0,0.0,71.69,43.81,10.2
157327.0,30.0,0.0,77.83,46.8,11.7
183412.0,35.0,0.0,79.02,48.0,8.72
193446.0,35.0,0.0,78.19,53.71,9.31
185532.0,34.0,0.0,79.99,55.06,20.78
183986.0,42.0,1.69,71.58,58.91,21.39
176857.0,43.0,0.0,64.17,53.82,7.85
159428.0,69.0,2.77,63.28,51.35,10.6
148528.0,55.0,0.0,71.35,44.92,7.45
168002.0,48.0,0.0,78.13,45.18,10.63
166410.0,43.0,0.0,83.64,50.61,8.25
169135.0,39.0,0.0,86.81,52.39,6.17
167708.0,35.0,0.0,80.73,55.54,14.9
163723.0,29.0,0.0,83.64,54.3,8.37
156177.0,21.0,0.0,79.23,59.38,10.76
152303.0,24.0,0.0,86.88,53.76,11.68
168864.0,25.0,0.0,87.87,51.85,6.22
168087.0,19.0,0.0,88.09,58.44,12.24
174581.0,23.0,0.0,86.52,59.74,16.11
180423.0,18.0,0.0,83.32,60.13,15.3
175154.0,21.0,0.17,82.26,61.27,12.62
148355.0,54.0,0.11,76.17,61.93,12.53
143998.0,37.0,0.0,80.6,51.89,6.98
161934.0,4.0,0.0,77.09,54.9,19.86
167365.0,25.0,0.0,71.82,51.24,10.87
176411.0,24.0,0.0,77.27,50.38,10.38
176115.0,26.0,0.0,83.52,53.29,11.23
162373.0,21.0,0.0,89.28,55.94,5.55
148774.0,25.0,0.0,94.6,57.25,9.04
142781.0,21.0,0.0,96.42,59.95,12.57
169599.0,26.0,0.0,90.9,67.53,13.69
176740.0,65.0,4.68,77.32,65.17,12.75
171327.0,68.0,0.52,68.14,57.04,5.82
177967.0,66.0,0.0,73.71,58.93,9.48
171975.0,64.0,2.56,74.86,57.65,6.2
159427.0,69.0,0.0,72.59,60.64,6.13
149422.0,59.0,0.16,73.22,57.96,6.49
172151.0,71.0,0.17,69.12,54.12,5.97
180144.0,39.0,0.0,71.69,55.31,12.44
175950.0,53.0,0.25,76.75,55.31,10.76
181983.0,12.0,0.0,72.57,56.84,22.08
187465.0,20.0,0.0,74.35,49.51,8.43
166194.0,24.0,0.0,81.09,52.23,11.56
176742.0,22.0,0.0,86.23,56.12,14.65
199893.0,22.0,0.0,87.1,58.89,22.21
230334.0,21.0,0.14,83.44,62.53,21.43
228435.0,28.0,0.0,87.51,57.4,10.87
231738.0,20.0,0.0,88.68,57.43,9.55
209793.0,16.0,0.0,83.37,60.33,13.27
168520.0,21.0,0.0,89.78,62.44,9.64
163936.0,28.0,0.0,92.64,62.33,8.99
175035.0,35.0,0.0,90.18,70.0,12.03
171794.0,33.0,0.0,89.92,71.33,15.57
165170.0,44.0,1.19,84.24,64.45,8.34
178786.0,43.0,0.0,84.54,65.25,7.87
193618.0,47.0,0.11,85.35,62.22,10.16
170601.0,41.0,0.36,88.68,61.99,7.38
159836.0,36.0,0.12,85.48,66.54,8.59
177524.0,48.0,0.11,86.92,63.57,8.97
186612.0,48.0,0.67,84.04,66.54,9.78
207316.0,42.0,0.0,87.71,62.89,8.19
195306.0,34.0,0.0,92.01,64.44,7.45
192455.0,50.0,0.0,78.1,68.2,17.63
184587.0,42.0,2.05,81.27,63.07,11.41
209895.0,77.0,9.2,73.33,62.38,10.47
255737.0,62.0,0.0,82.53,58.71,6.51
220288.0,56.0,0.63,88.38,61.65,9.44
193976.0,61.0,0.0,81.12,66.06,13.51
194022.0,57.0,0.28,82.38,62.62,5.26
185642.0,43.0,0.0,84.07,62.92,9.71
173742.0,41.0,0.38,85.51,62.98,8.55
171254.0,50.0,0.3,83.35,65.86,7.83
189221.0,54.0,0.0,85.75,61.48,6.06
191417.0,39.0,0.0,84.38,65.84,7.83
195282.0,36.0,0.0,88.29,59.54,4.97
205315.0,37.0,0.0,87.94,66.22,9.62
224847.0,39.0,0.0,91.96,68.11,7.52
229965.0,34.0,0.33,95.18,71.78,10.51
230449.0,57.0,0.87,85.53,66.61,11.68
244997.0,52.0,1.18,84.7,64.6,8.12
235066.0,44.0,0.0,87.91,62.02,8.28
222841.0,43.0,0.0,82.96,63.25,6.78
233072.0,43.0,0.0,86.65,62.91,8.46
197482.0,40.0,0.0,87.66,64.76,6.53
165909.0,42.0,0.0,91.74,66.54,6.26
171407.0,41.0,0.74,95.32,69.35,11.03
215352.0,43.0,0.0,96.08,67.64,6.58
230239.0,39.0,0.0,97.45,70.74,11.3
210269.0,37.0,0.0,93.25,75.13,12.57
205360.0,41.0,0.79,88.65,66.78,13.27
217953.0,47.0,0.0,91.67,65.75,8.21
218045.0,35.0,1.21,92.39,68.36,8.03
224647.0,36.0,0.0,93.78,66.79,9.31
245082.0,41.0,0.0,94.01,68.36,8.9
227747.0,39.0,0.0,90.97,70.65,9.8
201233.0,43.0,0.49,94.01,68.72,8.68
204687.0,34.0,0.0,93.96,64.29,7.09
206732.0,36.0,0.0,93.92,66.31,10.54
179834.0,37.0,0.0,95.63,71.73,8.77
165888.0,38.0,0.24,96.57,70.99,7.56
200345.0,39.0,0.0,98.64,70.9,8.14
214825.0,38.0,0.0,97.65,76.78,7.47
222849.0,25.0,0.0,97.63,73.62,9.91
215554.0,37.0,0.73,87.76,74.91,13.35
199933.0,70.0,4.73,76.08,65.53,13.44
172805.0,60.0,0.14,78.78,62.55,8.3
167587.0,60.0,0.0,74.82,63.55,9.15
193863.0,74.0,0.0,74.91,61.56,8.34
195607.0,67.0,0.0,84.65,60.39,11.45
196392.0,56.0,0.0,88.48,64.58,8.34
205674.0,49.0,0.37,87.04,66.56,8.1
8198.0,56.0,0.58,84.65,65.82,11.48
